id,booking_status_pred,Cancellation_prob
48381,0,0.0057603507
48382,1,0.8082825
48383,0,0.059657015
48384,0,0.053885646
48385,0,0.08451044
48386,0,0.0014651101
48387,0,0.010301871
48388,0,0.2045457
48389,0,0.0022282796
48390,0,0.11570693
48391,1,0.90071696
48392,0,0.42643648
48393,0,0.4586355
48394,0,0.1263847
48395,1,0.9473036
48396,0,0.09123473
48397,0,0.23713705
48398,0,0.47030824
48399,0,0.21768849
48400,0,0.28931612
48401,0,0.22401328
48402,0,0.48231083
48403,1,0.59027994
48404,0,0.011691059
48405,0,0.24253422
48406,0,0.20714773
48407,0,0.0040418846
48408,0,0.18226637
48409,1,0.8616783
48410,0,0.46376616
48411,0,0.33799183
48412,0,0.21998224
48413,1,0.9079878
48414,0,0.030735686
48415,1,0.6371809
48416,1,0.93088925
48417,0,0.0047600134
48418,0,0.05304654
48419,0,0.14449334
48420,0,0.2582142
48421,0,0.044367034
48422,0,0.37238172
48423,0,0.21963981
48424,1,0.7602678
48425,1,0.5904432
48426,1,0.7861848
48427,1,0.93578446
48428,0,0.32149082
48429,0,0.10368185
48430,0,0.046919767
48431,0,0.18598686
48432,1,0.87052846
48433,0,0.13730593
48434,1,0.9424554
48435,0,0.13970129
48436,1,0.84516615
48437,0,0.23217349
48438,0,0.18163173
48439,1,0.61293024
48440,1,0.6960447
48441,0,0.21724465
48442,1,0.5159705
48443,0,0.029260399
48444,0,0.45364794
48445,0,0.1432996
48446,1,0.6405815
48447,1,0.8415676
48448,0,0.35643172
48449,1,0.69856006
48450,0,0.1914306
48451,1,0.5990161
48452,1,0.750477
48453,1,0.68344456
48454,0,0.0044000023
48455,0,0.083283894
48456,1,0.6872713
48457,0,0.22248484
48458,1,0.6679525
48459,0,0.16062859
48460,0,0.43784794
48461,1,0.87005955
48462,1,0.7447868
48463,0,0.18649247
48464,0,0.2879352
48465,1,0.78712064
48466,1,0.8678047
48467,1,0.7988104
48468,1,0.79721737
48469,1,0.8519351
48470,0,0.37818828
48471,1,0.8158091
48472,1,0.5156656
48473,0,0.07681952
48474,0,0.3628592
48475,0,0.07620982
48476,1,0.85635746
48477,0,0.4059494
48478,0,0.17653318
48479,1,0.54202646
48480,0,0.00048314693
48481,0,0.3673962
48482,0,0.39268458
48483,0,0.480562
48484,1,0.8163711
48485,0,0.00021241594
48486,0,0.45002663
48487,1,0.8570682
48488,1,0.8084453
48489,0,0.24645652
48490,0,0.30884227
48491,0,0.313328
48492,0,0.19699095
48493,1,0.68423706
48494,1,0.6059497
48495,0,0.43875286
48496,0,0.17909892
48497,0,0.20990495
48498,1,0.8094982
48499,0,0.14853217
48500,0,0.14443696
48501,0,0.005625422
48502,0,0.4316613
48503,0,0.2566031
48504,0,0.2144687
48505,1,0.7961035
48506,0,0.48395258
48507,0,0.18466021
48508,0,0.33040276
48509,0,0.310959
48510,0,0.0015094753
48511,1,0.85365385
48512,0,0.04375096
48513,0,0.0045305626
48514,1,0.838606
48515,0,0.38589683
48516,0,0.271619
48517,0,0.082142755
48518,1,0.5432352
48519,0,0.0047914525
48520,1,0.91554624
48521,0,0.42298216
48522,0,0.1668802
48523,0,0.47514534
48524,1,0.5184921
48525,0,0.10477021
48526,1,0.54544026
48527,1,0.68624806
48528,1,0.7376684
48529,0,0.09436315
48530,0,0.013786207
48531,0,0.19430086
48532,0,0.08458858
48533,0,0.16699423
48534,0,0.13008301
48535,0,0.2867443
48536,1,0.81911147
48537,0,0.44026133
48538,0,0.36092633
48539,0,0.26293263
48540,1,0.6818548
48541,1,0.6864603
48542,1,0.89273447
48543,0,0.084716305
48544,0,0.14793797
48545,0,0.21033409
48546,0,0.30649945
48547,0,0.10808116
48548,0,0.371395
48549,1,0.8368061
48550,1,0.7639328
48551,0,0.29945347
48552,0,0.11655952
48553,0,0.08977249
48554,0,0.12751839
48555,0,0.29999095
48556,0,0.035228547
48557,1,0.8717925
48558,1,0.7909746
48559,0,0.12326529
48560,0,0.17702487
48561,0,0.3242997
48562,0,0.1620643
48563,1,0.7057581
48564,0,0.3827472
48565,0,0.06250766
48566,1,0.67932284
48567,1,0.80941355
48568,1,0.51590985
48569,1,0.86364424
48570,1,0.7972148
48571,1,0.52263707
48572,1,0.5978698
48573,0,0.1467706
48574,1,0.7239821
48575,0,0.049242947
48576,0,0.000754497
48577,1,0.6998156
48578,0,0.03201763
48579,0,3.6926306e-08
48580,0,0.041775934
48581,1,0.9242351
48582,1,0.8076945
48583,1,0.5307236
48584,1,0.6153579
48585,1,0.8324354
48586,0,0.15351869
48587,0,8.730187e-06
48588,0,0.113914914
48589,0,0.03291137
48590,0,0.027667096
48591,0,0.3354752
48592,0,0.1464709
48593,0,0.123707846
48594,0,0.0021821205
48595,1,0.80577266
48596,0,0.0070107696
48597,1,0.81445867
48598,1,0.758231
48599,0,0.3265995
48600,1,0.63717276
48601,0,0.4916139
48602,0,7.754065e-07
48603,1,0.8359107
48604,0,0.21416712
48605,0,0.1900985
48606,0,0.18277013
48607,0,0.011482775
48608,0,0.13698325
48609,1,0.9105452
48610,0,0.020157404
48611,0,0.18495244
48612,0,0.12954822
48613,0,4.020509e-06
48614,0,0.20612133
48615,1,0.67438626
48616,1,0.9159732
48617,0,0.22193937
48618,1,0.8952844
48619,0,0.41862887
48620,0,0.34330794
48621,1,0.7514755
48622,0,0.3377018
48623,1,0.7319824
48624,0,0.17619918
48625,0,0.0713854
48626,0,0.28370494
48627,1,0.8600624
48628,0,0.008046267
48629,0,0.2590504
48630,0,0.035532877
48631,1,0.6369395
48632,0,0.15408686
48633,0,0.08871575
48634,0,0.04597884
48635,0,0.23043534
48636,1,0.70678204
48637,0,0.36839628
48638,0,0.29138976
48639,0,0.23119564
48640,0,0.011721401
48641,1,0.790275
48642,0,0.00031452492
48643,1,0.8053576
48644,0,0.29041234
48645,1,0.6409995
48646,1,0.62708205
48647,0,0.20486917
48648,0,0.39324722
48649,0,0.20560333
48650,0,0.002272852
48651,0,0.011818116
48652,1,0.92021763
48653,1,0.8135885
48654,0,0.06621106
48655,0,0.22986366
48656,0,0.21873496
48657,0,2.4566697e-07
48658,0,0.110955276
48659,1,0.8619545
48660,0,0.3836861
48661,0,0.33367524
48662,1,0.755028
48663,0,0.44567394
48664,0,0.45253643
48665,0,0.0928889
48666,0,9.78588e-16
48667,0,0.1723035
48668,0,0.29223016
48669,0,0.17386915
48670,0,0.026664356
48671,0,0.13446142
48672,0,0.09709412
48673,0,0.3207567
48674,1,0.9263029
48675,1,0.6589088
48676,0,0.06933926
48677,1,0.5545645
48678,1,0.5943648
48679,0,0.021410713
48680,0,0.03464581
48681,1,0.94692796
48682,1,0.59416974
48683,1,0.81631756
48684,1,0.845309
48685,0,0.20811583
48686,1,0.77266574
48687,1,0.818812
48688,0,0.40121487
48689,0,0.2963224
48690,0,0.06419045
48691,0,0.3942271
48692,0,0.18387066
48693,0,0.047764678
48694,0,0.31943786
48695,1,0.6799864
48696,0,0.11969489
48697,0,0.21536553
48698,0,0.18555085
48699,0,0.37416074
48700,1,0.8437973
48701,0,0.22690761
48702,1,0.7731317
48703,0,0.09076427
48704,0,0.25900713
48705,0,0.3626426
48706,0,0.18047522
48707,0,0.12017964
48708,0,0.017045014
48709,0,0.22704072
48710,0,0.25061333
48711,0,0.010190443
48712,1,0.93837523
48713,0,0.049546577
48714,0,0.16761857
48715,0,0.07796364
48716,1,0.64019924
48717,0,0.44390234
48718,1,0.6491599
48719,1,0.5336007
48720,0,0.1484379
48721,0,0.3409745
48722,1,0.54049516
48723,1,0.7998374
48724,1,0.58160627
48725,0,0.17797168
48726,0,0.0013481978
48727,0,0.21767467
48728,0,0.2927879
48729,0,0.46483445
48730,1,0.9239459
48731,0,0.059561454
48732,1,0.85738665
48733,1,0.8194842
48734,0,0.024958275
48735,0,0.18340419
48736,0,0.0010682314
48737,0,0.4605443
48738,1,0.51204634
48739,0,0.005699413
48740,1,0.81694627
48741,0,0.3739205
48742,1,0.6672819
48743,0,0.23861004
48744,0,0.35540786
48745,0,0.16272958
48746,1,0.55637944
48747,0,0.44620538
48748,0,0.17020473
48749,1,0.6681554
48750,1,0.5399832
48751,0,0.20709829
48752,1,0.6760269
48753,0,0.40475133
48754,1,0.6696907
48755,1,0.9402761
48756,0,0.024167797
48757,0,0.25885072
48758,1,0.7974109
48759,1,0.7802758
48760,0,0.41125986
48761,0,0.476353
48762,0,0.07449592
48763,0,0.0684651
48764,0,0.18769391
48765,0,7.639332e-05
48766,0,0.45230085
48767,0,0.18873349
48768,0,0.4742921
48769,1,0.58911407
48770,0,0.396153
48771,1,0.8859744
48772,1,0.8876478
48773,0,0.103870645
48774,0,0.057607863
48775,0,0.46544215
48776,0,0.039205372
48777,0,0.29264802
48778,0,0.0017295658
48779,1,0.79188854
48780,0,0.37928796
48781,0,0.16088238
48782,0,0.47408763
48783,0,0.04870671
48784,1,0.6937671
48785,0,0.25567546
48786,1,0.53123695
48787,0,0.06521737
48788,0,0.25259545
48789,0,0.35272542
48790,0,0.08672958
48791,1,0.7026086
48792,0,0.08731321
48793,0,0.100935236
48794,0,0.19918
48795,0,0.23254369
48796,0,0.20890571
48797,0,0.15104532
48798,1,0.84086144
48799,0,0.06449654
48800,0,0.3282173
48801,1,0.725944
48802,1,0.93693036
48803,1,0.93066525
48804,0,0.4084935
48805,1,0.73845214
48806,0,0.0151263885
48807,0,0.25642508
48808,0,0.3925652
48809,0,0.18600452
48810,0,0.16647132
48811,0,0.20510542
48812,0,0.002827079
48813,1,0.8480355
48814,1,0.6246748
48815,0,0.07768332
48816,0,0.15376768
48817,0,0.26893523
48818,0,0.014320544
48819,0,0.46796548
48820,0,0.14599708
48821,0,0.026695149
48822,0,0.2916958
48823,0,0.15102904
48824,0,0.18095747
48825,0,0.0011054986
48826,0,6.4927807e-12
48827,0,0.49752522
48828,0,0.02786109
48829,1,0.84781706
48830,0,0.33884388
48831,1,0.5105844
48832,0,0.10210102
48833,0,0.001103724
48834,1,0.8450889
48835,1,0.903625
48836,1,0.7358542
48837,0,0.032958545
48838,0,0.45209464
48839,0,0.12918516
48840,0,0.4722298
48841,1,0.8361282
48842,1,0.794179
48843,0,0.059541937
48844,1,0.5521178
48845,1,0.6751317
48846,1,0.9726489
48847,0,0.41632298
48848,1,0.7810602
48849,1,0.8447321
48850,0,0.09355575
48851,0,0.1748787
48852,0,0.099737816
48853,1,0.8133105
48854,0,0.07259132
48855,0,0.1592383
48856,0,0.42673466
48857,0,5.6104413e-06
48858,1,0.57170236
48859,0,0.2766768
48860,0,0.08412324
48861,1,0.71747696
48862,0,0.2844181
48863,1,0.74777067
48864,1,0.6022689
48865,0,0.2510981
48866,0,0.013252233
48867,1,0.76253456
48868,0,0.39252484
48869,0,0.10758345
48870,0,0.05512266
48871,0,0.39531487
48872,1,0.90847117
48873,0,0.14039466
48874,0,0.071072854
48875,1,0.6915966
48876,0,0.08439541
48877,1,0.8232518
48878,0,0.18661968
48879,0,0.044829715
48880,1,0.9515268
48881,0,0.086578265
48882,0,0.01969739
48883,0,0.4037516
48884,1,0.7974183
48885,0,0.10616768
48886,1,0.65279526
48887,0,0.01903125
48888,1,0.8806819
48889,0,0.070910454
48890,0,0.13748159
48891,0,0.09699102
48892,1,0.84783864
48893,0,0.113424264
48894,0,0.14243197
48895,1,0.53521276
48896,0,0.23099472
48897,0,0.343054
48898,1,0.80894834
48899,1,0.5159206
48900,0,0.009115476
48901,0,0.40012863
48902,1,0.94439745
48903,0,0.093586974
48904,0,0.2937401
48905,0,0.1780681
48906,1,0.5707969
48907,0,0.38440543
48908,0,0.08437729
48909,0,0.15849534
48910,1,0.7610202
48911,0,0.45378736
48912,1,0.86722386
48913,1,0.56112885
48914,1,0.7267288
48915,1,0.9278754
48916,0,0.4510437
48917,0,0.17035878
48918,0,0.08482074
48919,1,0.51968205
48920,1,0.7424135
48921,0,0.18769355
48922,0,0.009108321
48923,0,0.0175642
48924,0,1.9410703e-05
48925,1,0.7553821
48926,0,0.12196788
48927,0,0.065927416
48928,0,0.2805737
48929,0,0.33269957
48930,0,0.028704122
48931,0,0.27853295
48932,0,0.10598119
48933,0,0.10638034
48934,1,0.54061276
48935,0,0.26975286
48936,1,0.8428944
48937,0,0.09228965
48938,1,0.787671
48939,0,0.009409558
48940,0,0.06433545
48941,0,0.49748427
48942,1,0.6832581
48943,0,0.18177193
48944,1,0.57471865
48945,1,0.51994824
48946,0,0.34950918
48947,1,0.6526776
48948,0,0.16148081
48949,0,0.17706832
48950,0,0.3468534
48951,0,0.11423815
48952,0,0.06436927
48953,0,0.28048673
48954,0,0.2641985
48955,0,0.019419262
48956,1,0.56805825
48957,0,0.024591835
48958,1,0.7468416
48959,1,0.74490976
48960,0,0.4096884
48961,0,0.31511596
48962,0,0.09206042
48963,0,0.15256883
48964,1,0.6795865
48965,0,0.24723533
48966,0,0.17670028
48967,1,0.8226412
48968,1,0.6040313
48969,0,0.48957118
48970,0,0.47489476
48971,1,0.70074266
48972,0,0.008157275
48973,0,0.3304055
48974,0,0.0022066515
48975,1,0.925566
48976,0,0.034645867
48977,1,0.60665745
48978,0,0.07039689
48979,0,0.2484908
48980,0,0.47843468
48981,1,0.78090644
48982,0,0.032935474
48983,0,0.009847378
48984,1,0.6187864
48985,0,0.10207191
48986,0,0.40105727
48987,0,0.25765485
48988,0,0.036508683
48989,0,0.24444875
48990,0,0.27302948
48991,1,0.7186535
48992,0,0.49804825
48993,1,0.64402384
48994,0,0.16742611
48995,0,0.14665382
48996,0,0.21731508
48997,1,0.881511
48998,1,0.8618671
48999,0,0.07439642
49000,0,0.37694684
49001,1,0.52098376
49002,1,0.77917284
49003,1,0.7478358
49004,1,0.77096665
49005,0,0.26947424
49006,0,9.49469e-07
49007,0,0.13480149
49008,1,0.7770478
49009,0,0.046137877
49010,0,0.3206907
49011,0,0.45930073
49012,0,0.02387008
49013,1,0.65639013
49014,0,0.07711101
49015,0,0.19045079
49016,0,0.13598016
49017,0,0.016933065
49018,0,0.4098762
49019,0,0.1817653
49020,0,0.28987807
49021,1,0.7205367
49022,0,0.22037338
49023,1,0.8211948
49024,1,0.8915417
49025,1,0.68267703
49026,0,0.4477051
49027,0,0.13060866
49028,0,0.28473002
49029,0,0.04450047
49030,0,0.14306632
49031,0,0.49395868
49032,1,0.8513492
49033,0,0.21639217
49034,0,0.20750372
49035,0,0.00022147741
49036,1,0.55310774
49037,0,0.29791793
49038,0,0.4657127
49039,0,0.44073352
49040,0,0.017314922
49041,1,0.8952947
49042,0,0.012554966
49043,1,0.6873612
49044,0,0.31600583
49045,1,0.80756587
49046,1,0.72736734
49047,1,0.8441417
49048,0,0.20811921
49049,0,0.04685915
49050,0,0.064976096
49051,0,0.41241232
49052,0,0.14717987
49053,1,0.8192978
49054,1,0.7481598
49055,0,0.19291767
49056,0,0.00805219
49057,1,0.8179372
49058,0,0.024231384
49059,1,0.80085003
49060,1,0.779187
49061,0,0.41148165
49062,0,0.20781076
49063,1,0.7852983
49064,1,0.5780489
49065,0,0.16818109
49066,0,0.00051032775
49067,1,0.52144885
49068,0,0.24195912
49069,1,0.5672306
49070,0,0.011484328
49071,1,0.9380967
49072,0,0.12862545
49073,1,0.6310136
49074,1,0.8723437
49075,0,0.04520175
49076,0,0.1748108
49077,1,0.7992119
49078,0,0.17146872
49079,0,0.039834928
49080,0,0.08602149
49081,1,0.69037217
49082,0,0.21272616
49083,1,0.8675718
49084,1,0.7891211
49085,0,0.05835491
49086,0,0.0061486056
49087,1,0.9664734
49088,0,0.41674495
49089,1,0.8426686
49090,1,0.74797016
49091,0,0.26635584
49092,0,0.023198228
49093,0,0.31191608
49094,1,0.52301687
49095,0,0.009992316
49096,1,0.9143238
49097,1,0.7327156
49098,0,0.20140895
49099,0,0.096097596
49100,0,0.29616895
49101,1,0.6866565
49102,0,0.020152602
49103,1,0.66800565
49104,1,0.83268136
49105,1,0.8590508
49106,1,0.61794114
49107,0,0.111004464
49108,1,0.7481099
49109,0,0.39727986
49110,0,0.44339377
49111,0,0.086806595
49112,0,0.38648808
49113,0,0.18080491
49114,0,0.03299011
49115,1,0.7582535
49116,1,0.77215725
49117,0,0.3874132
49118,0,0.19071214
49119,0,0.46984568
49120,0,0.12703063
49121,0,0.052537207
49122,0,0.27990952
49123,0,0.041044433
49124,0,0.07666708
49125,0,0.25608483
49126,1,0.699107
49127,0,0.18162344
49128,0,0.115909375
49129,0,0.06911325
49130,0,0.061719574
49131,1,0.9420332
49132,0,0.40496802
49133,1,0.6426437
49134,1,0.53915936
49135,0,0.40841004
49136,1,0.9109799
49137,1,0.9394755
49138,1,0.6324432
49139,0,0.033907186
49140,0,0.47109023
49141,1,0.83651096
49142,1,0.6070028
49143,0,0.07677611
49144,0,0.10112685
49145,0,0.07615973
49146,1,0.7181047
49147,0,0.4808698
49148,1,0.66690314
49149,0,0.17195038
49150,0,0.1740609
49151,0,0.04152043
49152,1,0.74904656
49153,1,0.86166817
49154,0,0.1979562
49155,0,0.026667466
49156,0,0.010246474
49157,0,0.19868931
49158,0,0.0033167687
49159,1,0.6979682
49160,1,0.7874885
49161,0,0.3053756
49162,0,0.2717943
49163,0,0.38854948
49164,0,0.037543148
49165,0,0.2281385
49166,0,0.024288157
49167,1,0.83880204
49168,0,0.25326112
49169,1,0.67111856
49170,0,0.45700717
49171,0,7.911646e-05
49172,0,0.20190008
49173,0,0.051672436
49174,0,8.231041e-14
49175,0,0.09003448
49176,1,0.615991
49177,0,0.085434906
49178,1,0.6394524
49179,0,0.06934369
49180,0,0.4766985
49181,0,0.022309748
49182,0,0.117470436
49183,1,0.7947032
49184,1,0.573566
49185,1,0.78465074
49186,0,0.083563074
49187,1,0.8090934
49188,1,0.7100429
49189,1,0.85871565
49190,0,0.45729533
49191,0,0.0023646522
49192,0,0.3047727
49193,0,0.04097915
49194,1,0.82234466
49195,0,0.27514866
49196,1,0.8766665
49197,0,0.26938912
49198,1,0.8367815
49199,0,0.28784162
49200,0,0.048910603
49201,1,0.6773521
49202,0,0.07847688
49203,1,0.7307744
49204,1,0.8426418
49205,0,0.26550186
49206,1,0.84665686
49207,0,0.18788958
49208,1,0.5133523
49209,0,0.0024401397
49210,0,0.019013904
49211,1,0.852194
49212,0,0.37743247
49213,0,0.31611118
49214,0,0.09766425
49215,1,0.7916383
49216,0,0.08667673
49217,0,0.04143959
49218,0,0.34622175
49219,1,0.8154179
49220,1,0.6830773
49221,0,0.26128983
49222,0,0.12476844
49223,0,0.2336326
49224,0,0.15330425
49225,0,0.47980273
49226,0,0.26560402
49227,1,0.8759764
49228,1,0.9533887
49229,0,0.3524777
49230,0,0.045898687
49231,1,0.74566495
49232,1,0.799068
49233,0,0.100632
49234,1,0.64491236
49235,0,0.23557225
49236,1,0.62747943
49237,1,0.7401046
49238,0,0.35907176
49239,0,0.07959237
49240,1,0.8701406
49241,1,0.8728653
49242,0,0.0007878345
49243,0,0.28491127
49244,1,0.7345771
49245,1,0.5077007
49246,1,0.6022127
49247,0,0.43901783
49248,0,0.42687553
49249,0,0.3060805
49250,0,0.14253147
49251,1,0.96302027
49252,1,0.87449205
49253,0,0.26709408
49254,0,0.049864776
49255,0,0.08030167
49256,1,0.5605696
49257,1,0.5365734
49258,1,0.8951863
49259,1,0.7973778
49260,0,0.19509782
49261,0,0.1753751
49262,1,0.82818663
49263,1,0.7580282
49264,0,0.22950324
49265,1,0.5607699
49266,0,0.4410039
49267,0,0.10890554
49268,0,0.031080563
49269,0,1.504265e-06
49270,1,0.71869403
49271,0,0.27358294
49272,1,0.787037
49273,0,0.45958266
49274,1,0.8958108
49275,0,0.15070127
49276,1,0.824238
49277,0,0.39879534
49278,0,0.14206599
49279,0,0.33976847
49280,0,0.053483382
49281,0,0.031998284
49282,0,0.15721391
49283,1,0.8435704
49284,1,0.6439351
49285,1,0.9026865
49286,1,0.7611911
49287,1,0.80423135
49288,0,0.14743549
49289,0,0.00016573083
49290,0,0.10782653
49291,0,0.31351492
49292,0,0.11274605
49293,1,0.9243181
49294,1,0.86613256
49295,0,0.1480016
49296,1,0.51052094
49297,1,0.5601941
49298,0,0.27317145
49299,0,0.3879245
49300,1,0.8334108
49301,0,0.07691511
49302,0,0.3879245
49303,1,0.88082945
49304,0,0.0056948964
49305,0,0.38152304
49306,0,0.07277145
49307,0,0.26594144
49308,0,0.33193642
49309,1,0.6440933
49310,0,0.060147557
49311,0,0.14050832
49312,1,0.6496736
49313,0,0.31980786
49314,1,0.56993574
49315,0,0.275947
49316,1,0.727625
49317,0,0.3149018
49318,0,0.08172575
49319,0,0.117631264
49320,1,0.5414873
49321,0,0.38587636
49322,0,0.026608
49323,1,0.8388941
49324,0,0.14796378
49325,1,0.51055014
49326,1,0.7859893
49327,0,0.13272274
49328,0,0.1425622
49329,0,0.00093218917
49330,1,0.9513541
49331,0,0.33451754
49332,1,0.8410152
49333,1,0.71227026
49334,0,0.01393632
49335,1,0.6111406
49336,0,0.1998052
49337,0,0.267111
49338,1,0.8144596
49339,0,0.005639507
49340,0,0.040378682
49341,0,0.15989453
49342,1,0.90607613
49343,0,0.3599319
49344,0,0.009553405
49345,0,0.30348882
49346,0,0.1919224
49347,0,0.010788231
49348,1,0.6004791
49349,0,0.03037875
49350,1,0.87349397
49351,0,0.21127896
49352,0,0.06432259
49353,1,0.9582635
49354,0,0.0002659066
49355,1,0.7102933
49356,0,0.22868812
49357,0,0.087878905
49358,1,0.5141797
49359,1,0.8079653
49360,1,0.7243879
49361,0,0.16253915
49362,1,0.5597971
49363,0,0.055969
49364,0,0.03457115
49365,0,2.8119955e-05
49366,0,7.286734e-05
49367,0,0.39976674
49368,1,0.7570757
49369,0,0.18960547
49370,1,0.8061733
49371,0,0.19891953
49372,1,0.7469098
49373,1,0.7816986
49374,1,0.5553956
49375,1,0.7598258
49376,0,0.04474355
49377,0,0.27951008
49378,0,0.03560934
49379,0,0.1968207
49380,1,0.79743135
49381,0,0.20120606
49382,1,0.875746
49383,1,0.8268778
49384,1,0.79428566
49385,0,0.36193806
49386,1,0.73103786
49387,1,0.63651675
49388,0,0.09099869
49389,0,0.14656048
49390,0,0.28078252
49391,0,0.20230573
49392,0,0.417099
49393,0,0.3133109
49394,0,0.16753535
49395,1,0.894309
49396,0,0.42310712
49397,1,0.89768374
49398,0,0.0172477
49399,0,0.16952194
49400,1,0.93890566
49401,0,0.01778317
49402,1,0.8819787
49403,1,0.81408703
49404,0,0.3222907
49405,0,0.29970786
49406,0,0.14892894
49407,0,0.09030493
49408,0,0.057628617
49409,1,0.53750646
49410,0,0.044181343
49411,0,0.01184566
49412,1,0.9376683
49413,1,0.607621
49414,1,0.8124507
49415,1,0.9180692
49416,1,0.51457375
49417,1,0.5608745
49418,1,0.73015803
49419,0,0.084907845
49420,0,0.3732796
49421,0,0.0029654442
49422,0,0.09320833
49423,0,0.16678755
49424,1,0.61476976
49425,0,0.16922039
49426,1,0.8284659
49427,0,0.30416322
49428,1,0.79610664
49429,0,0.15246457
49430,0,0.4505793
49431,1,0.7259958
49432,0,0.44049075
49433,0,0.46118796
49434,1,0.783957
49435,1,0.5559454
49436,1,0.780376
49437,0,0.20879473
49438,1,0.89188343
49439,0,0.003738866
49440,1,0.8594691
49441,0,0.11564115
49442,1,0.8367517
49443,1,0.6022829
49444,0,0.44489172
49445,1,0.7276443
49446,1,0.9027576
49447,0,0.44954246
49448,0,0.37979612
49449,1,0.90430886
49450,0,0.20618147
49451,1,0.8543983
49452,1,0.89970994
49453,0,0.46684846
49454,0,0.11860555
49455,0,0.44521612
49456,0,0.030022144
49457,1,0.61790943
49458,0,0.014567252
49459,1,0.8120685
49460,1,0.7324624
49461,1,0.8230343
49462,0,0.14146514
49463,1,0.8966261
49464,0,0.18446074
49465,1,0.8864682
49466,0,0.11767372
49467,1,0.67606187
49468,0,0.16204025
49469,1,0.7868149
49470,0,0.2621654
49471,1,0.9399652
49472,0,0.46459714
49473,1,0.7930037
49474,0,0.038902517
49475,1,0.50215876
49476,1,0.77991295
49477,0,0.35382295
49478,0,0.21247053
49479,1,0.9054941
49480,0,0.4612369
49481,0,0.014471059
49482,0,0.14627385
49483,0,0.29497775
49484,1,0.7206959
49485,1,0.77513534
49486,0,0.06388596
49487,1,0.6384847
49488,0,0.13106267
49489,0,0.02057511
49490,1,0.7284389
49491,1,0.5470175
49492,0,0.09042981
49493,1,0.64860034
49494,0,0.10741556
49495,0,0.0004947765
49496,0,8.3009465e-05
49497,0,0.14091577
49498,1,0.94670033
49499,0,0.47550112
49500,1,0.85128736
49501,0,0.08009936
49502,0,0.31135404
49503,0,0.09114386
49504,0,0.47223717
49505,0,0.117334805
49506,0,0.2470041
49507,0,0.17854622
49508,1,0.55728465
49509,0,0.001441275
49510,0,0.020052468
49511,1,0.70618504
49512,0,0.040547214
49513,0,0.0077227857
49514,1,0.80258095
49515,0,0.33868596
49516,1,0.8637166
49517,1,0.94524276
49518,1,0.5047899
49519,0,0.1813624
49520,0,0.4729578
49521,0,0.012520666
49522,0,0.13805251
49523,0,0.019875182
49524,1,0.9399279
49525,0,0.47570133
49526,1,0.6876692
49527,0,0.047012046
49528,1,0.83237994
49529,1,0.5043352
49530,0,0.011996292
49531,0,0.23468882
49532,1,0.6759676
49533,1,0.9770057
49534,0,0.023936545
49535,0,0.010353245
49536,1,0.79857206
49537,0,0.00017108653
49538,0,0.48527992
49539,0,0.07887794
49540,0,0.29455593
49541,0,0.009594143
49542,0,0.14112988
49543,0,0.05865255
49544,0,0.10052347
49545,0,0.119544126
49546,0,0.47573355
49547,0,0.0054241703
49548,0,0.19277832
49549,1,0.8411515
49550,0,0.16759196
49551,0,0.19575831
49552,0,0.43245307
49553,1,0.6808464
49554,0,1.2526454e-08
49555,0,0.16730401
49556,0,0.057972632
49557,0,0.16710229
49558,1,0.7856117
49559,1,0.64833164
49560,0,0.37264872
49561,0,0.1966966
49562,1,0.55339056
49563,0,0.25244725
49564,1,0.5464914
49565,0,0.24218854
49566,0,0.43241602
49567,1,0.5442427
49568,0,0.4484149
49569,1,0.7911538
49570,1,0.7404944
49571,1,0.9560944
49572,0,0.424592
49573,1,0.70643383
49574,1,0.78705907
49575,0,0.46567416
49576,1,0.6065987
49577,0,0.4611887
49578,0,0.03310039
49579,0,0.36811122
49580,1,0.7408162
49581,0,0.22301498
49582,0,0.26165318
49583,0,0.009682425
49584,1,0.6250032
49585,0,0.002132845
49586,0,0.44270283
49587,1,0.6757809
49588,0,0.17835735
49589,0,0.081253506
49590,0,0.21274582
49591,0,0.4191014
49592,0,0.03701266
49593,1,0.78872585
49594,0,0.37833285
49595,0,0.21302223
49596,1,0.67117697
49597,0,0.2167818
49598,0,9.697512e-06
49599,0,0.09985175
49600,0,0.18353741
49601,1,0.6520696
49602,0,0.063780226
49603,0,0.09130199
49604,0,0.4413579
49605,0,0.47008622
49606,1,0.7297568
49607,0,0.14371152
49608,1,0.7081161
49609,1,0.71756685
49610,0,0.28157452
49611,0,0.24029692
49612,0,0.12493479
49613,0,0.46388578
49614,0,0.18609747
49615,1,0.75047123
49616,1,0.64990234
49617,0,0.3867111
49618,1,0.9379596
49619,0,0.36295554
49620,0,0.29375947
49621,1,0.864707
49622,0,0.25539225
49623,1,0.8345691
49624,1,0.71026963
49625,1,0.91503125
49626,0,0.063563146
49627,1,0.5621491
49628,0,0.26147687
49629,0,0.18790592
49630,0,0.2550693
49631,1,0.80874676
49632,0,0.15964414
49633,0,0.3440336
49634,0,0.1976956
49635,0,0.42148867
49636,0,0.18364936
49637,1,0.8409824
49638,1,0.71346694
49639,0,0.38237336
49640,0,7.69776e-05
49641,1,0.9276821
49642,0,0.0009605245
49643,0,0.14396673
49644,0,0.19099212
49645,0,0.038308114
49646,1,0.9011903
49647,1,0.86712486
